section_id,line,up_station_name,up_station_code,down_station_name,down_station_code,section_order,via_coordinates,created_at,updated_at
506,경강선,초월,1505,곤지암,1506,6,"[[37.374419, 127.299], [37.351315, 127.34674]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
507,경강선,곤지암,1506,신둔도예촌,1507,7,"[[37.351315, 127.34674], [37.317185, 127.40476]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
508,경강선,신둔도예촌,1507,이천,1508,8,"[[37.317185, 127.40476], [37.265579, 127.44226]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
509,경강선,이천,1508,부발,1509,9,"[[37.265579, 127.44226], [37.260192, 127.490277]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
510,경강선,부발,1509,세종대왕릉,1510,10,"[[37.260192, 127.490277], [37.295309, 127.570938]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
511,경강선,세종대왕릉,1510,여주,1511,11,"[[37.295309, 127.570938], [37.282308, 127.628816]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
512,경의중앙선,임진강,1285,운천,1286,1,"[[37.888421, 126.746765], [37.879942, 126.769999]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
513,경의중앙선,운천,1286,문산,1284,2,"[[37.879942, 126.769999], [37.854619, 126.788047]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
514,경의중앙선,문산,1284,파주,1283,3,"[[37.854619, 126.788047], [37.815298, 126.792783]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
515,경의중앙선,파주,1283,월롱,1282,4,"[[37.815298, 126.792783], [37.796188, 126.792587]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
516,경의중앙선,월롱,1282,금촌,1280,5,"[[37.796188, 126.792587], [37.766217, 126.774644]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
517,경의중앙선,금촌,1280,금릉,1279,6,"[[37.766217, 126.774644], [37.751322, 126.765347]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
518,경의중앙선,금릉,1279,운정,1278,7,"[[37.751322, 126.765347], [37.725826, 126.767257]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
519,경의중앙선,운정,1278,야당,1277,8,"[[37.725826, 126.767257], [37.712327, 126.761356]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
520,경의중앙선,야당,1277,탄현,1276,9,"[[37.712327, 126.761356], [37.694023, 126.761086]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
521,경의중앙선,탄현,1276,일산,1275,10,"[[37.694023, 126.761086], [37.682077, 126.769846]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
522,경의중앙선,일산,1275,풍산,1274,11,"[[37.682077, 126.769846], [37.672346, 126.786243]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
523,경의중앙선,풍산,1274,백마,1273,12,"[[37.672346, 126.786243], [37.658239, 126.794461]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
524,경의중앙선,백마,1273,곡산,1272,13,"[[37.658239, 126.794461], [37.645676, 126.801762]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
525,경의중앙선,곡산,1272,대곡,0300,14,"[[37.645676, 126.801762], [37.63191, 126.81113]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
526,경의중앙선,대곡,0300,능곡,1271,15,"[[37.63191, 126.81113], [37.618808, 126.820783]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
527,경의중앙선,능곡,1271,행신,1270,16,"[[37.618808, 126.820783], [37.612102, 126.834146]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
528,경의중앙선,행신,1270,강매,1269,17,"[[37.612102, 126.834146], [37.612314, 126.843223]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
529,경의중앙선,강매,1269,한국항공대,1268,18,"[[37.612314, 126.843223], [37.602888, 126.868387]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
530,경의중앙선,한국항공대,1268,수색,1267,19,"[[37.602888, 126.868387], [37.580842, 126.895611]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
531,경의중앙선,수색,1267,디지털미디어시티,1266,20,"[[37.580842, 126.895611], [37.577475, 126.900453]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
532,경의중앙선,디지털미디어시티,1266,가좌,1265,21,"[[37.577475, 126.900453], [37.568491, 126.915487]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
533,경의중앙선,가좌,1265,신촌,1252,22,"[[37.568491, 126.915487], [37.559733, 126.942597]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
534,경의중앙선,신촌,1252,서울,1251,23,"[[37.559733, 126.942597], [37.557231, 126.97103]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
535,경의중앙선,가좌,1265,홍대입구,1264,24,"[[37.568491, 126.915487], [37.557641, 126.926683]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
536,경의중앙선,홍대입구,1264,서강대,1263,25,"[[37.557641, 126.926683], [37.551881, 126.935711]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
537,경의중앙선,서강대,1263,공덕,1262,26,"[[37.551881, 126.935711], [37.542596, 126.952099]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
538,경의중앙선,공덕,1262,효창공원앞,1261,27,"[[37.542596, 126.952099], [37.538579, 126.96221]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
539,경의중앙선,효창공원앞,1261,용산,100C,28,"[[37.538579, 126.96221], [37.529849, 126.964561]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
540,경의중앙선,용산,100C,이촌,1008,29,"[[37.529849, 126.964561], [37.522427, 126.973406]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
541,경의중앙선,이촌,1008,서빙고,1009,30,"[[37.522427, 126.973406], [37.519594, 126.988537]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
542,경의중앙선,서빙고,1009,한남,1010,31,"[[37.519594, 126.988537], [37.52943, 127.009169]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
543,경의중앙선,한남,1010,옥수,1011,32,"[[37.52943, 127.009169], [37.540446, 127.018672]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
544,경의중앙선,옥수,1011,응봉,1012,33,"[[37.540446, 127.018672], [37.549946, 127.034538]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
545,경의중앙선,응봉,1012,왕십리,1013,34,"[[37.549946, 127.034538], [37.561827, 127.038352]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
546,경의중앙선,왕십리,1013,청량리,1014,35,"[[37.561827, 127.038352], [37.580759, 127.0483]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
547,경의중앙선,청량리,1014,회기,101C,36,"[[37.580759, 127.0483], [37.58946, 127.057583]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
548,경의중앙선,회기,101C,중랑,1201,37,"[[37.58946, 127.057583], [37.594917, 127.076116]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
549,경의중앙선,중랑,1201,상봉,1202,38,"[[37.594917, 127.076116], [37.596678, 127.08504]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
550,경의중앙선,상봉,1202,망우,1203,39,"[[37.596678, 127.08504], [37.59955, 127.091909]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
551,경의중앙선,망우,1203,양원,1204,40,"[[37.59955, 127.091909], [37.606596, 127.107906]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
552,경의중앙선,양원,1204,구리,1205,41,"[[37.606596, 127.107906], [37.603392, 127.143869]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
553,경의중앙선,구리,1205,도농,1206,42,"[[37.603392, 127.143869], [37.608806, 127.161153]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
554,경의중앙선,도농,1206,양정,1207,43,"[[37.608806, 127.161153], [37.60533, 127.19364]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
555,경의중앙선,양정,1207,덕소,1208,44,"[[37.60533, 127.19364], [37.586781, 127.208832]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
556,경의중앙선,덕소,1208,도심,1209,45,"[[37.586781, 127.208832], [37.579622, 127.222672]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
557,경의중앙선,도심,1209,팔당,1210,46,"[[37.579622, 127.222672], [37.547371, 127.243939]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
558,경의중앙선,팔당,1210,운길산,1211,47,"[[37.547371, 127.243939], [37.554669, 127.310115]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
559,경의중앙선,운길산,1211,양수,1212,48,"[[37.554669, 127.310115], [37.545981, 127.329098]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
560,경의중앙선,양수,1212,신원,1213,49,"[[37.545981, 127.329098], [37.525545, 127.372921]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
561,경의중앙선,신원,1213,국수,1214,50,"[[37.525545, 127.372921], [37.516169, 127.399367]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
562,경의중앙선,국수,1214,아신,1215,51,"[[37.516169, 127.399367], [37.51382, 127.443173]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
563,경의중앙선,아신,1215,오빈,1216,52,"[[37.51382, 127.443173], [37.506062, 127.473868]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
564,경의중앙선,오빈,1216,양평,1217,53,"[[37.506062, 127.473868], [37.492773, 127.491837]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
565,경의중앙선,양평,1217,원덕,1218,54,"[[37.492773, 127.491837], [37.468672, 127.547076]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
566,경의중앙선,원덕,1218,용문,1219,55,"[[37.468672, 127.547076], [37.48223, 127.594647]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
567,경의중앙선,용문,1219,지평,1220,56,"[[37.48223, 127.594647], [37.476393, 127.629874]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
568,경춘선,청량리,1306,회기,1307,1,"[[37.580759, 127.0483], [37.58946, 127.057583]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
569,경춘선,회기,1307,중랑,1308,2,"[[37.58946, 127.057583], [37.594917, 127.076116]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
570,경춘선,중랑,1308,상봉,1309,3,"[[37.594917, 127.076116], [37.595577, 127.085716]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
571,경춘선,광운대,1305,상봉,1309,4,"[[37.623632, 127.061835], [37.595577, 127.085716]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
572,경춘선,상봉,1309,망우,1310,5,"[[37.595577, 127.085716], [37.59955, 127.091909]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
573,경춘선,망우,1310,신내,1311,6,"[[37.59955, 127.091909], [37.612887, 127.103218]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
574,경춘선,신내,1311,갈매,1312,7,"[[37.612887, 127.103218], [37.634118, 127.114757]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
575,경춘선,갈매,1312,별내,1313,8,"[[37.634118, 127.114757], [37.64202, 127.12684]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
576,경춘선,별내,1313,퇴계원,1314,9,"[[37.64202, 127.12684], [37.648311, 127.143952]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
577,경춘선,퇴계원,1314,사릉,1315,10,"[[37.648311, 127.143952], [37.65108, 127.176933]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
578,경춘선,사릉,1315,금곡,1316,11,"[[37.65108, 127.176933], [37.637382, 127.207853]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
579,경춘선,금곡,1316,평내호평,1317,12,"[[37.637382, 127.207853], [37.653225, 127.244493]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
580,경춘선,평내호평,1317,천마산,1318,13,"[[37.653225, 127.244493], [37.658978, 127.285379]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
581,경춘선,천마산,1318,마석,1319,14,"[[37.658978, 127.285379], [37.652782, 127.311767]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
582,경춘선,마석,1319,대성리,1320,15,"[[37.652782, 127.311767], [37.684071, 127.379319]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
583,경춘선,대성리,1320,청평,1321,16,"[[37.684071, 127.379319], [37.735488, 127.42661]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
584,경춘선,청평,1321,상천,1322,17,"[[37.735488, 127.42661], [37.770246, 127.454821]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
585,경춘선,상천,1322,가평,1323,18,"[[37.770246, 127.454821], [37.814536, 127.510739]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
586,경춘선,가평,1323,굴봉산,1324,19,"[[37.814536, 127.510739], [37.832067, 127.557695]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
587,경춘선,굴봉산,1324,백양리,1325,20,"[[37.832067, 127.557695], [37.830779, 127.58933]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
588,경춘선,백양리,1325,강촌,1326,21,"[[37.830779, 127.58933], [37.805723, 127.634146]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
589,경춘선,강촌,1326,김유정,1327,22,"[[37.805723, 127.634146], [37.818466, 127.71434]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
590,경춘선,김유정,1327,남춘천,1328,23,"[[37.818466, 127.71434], [37.864007, 127.723792]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
591,경춘선,남춘천,1328,춘천,1329,24,"[[37.864007, 127.723792], [37.885054, 127.717023]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
592,공항철도,서울,4201,공덕,4202,1,"[[37.553247, 126.969769], [37.54253, 126.952024]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
593,공항철도,공덕,4202,홍대입구,4203,2,"[[37.54253, 126.952024], [37.557438, 126.926715]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
594,공항철도,홍대입구,4203,디지털미디어시티,4204,3,"[[37.557438, 126.926715], [37.576958, 126.898609]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
595,공항철도,디지털미디어시티,4204,마곡나루,4206,4,"[[37.576958, 126.898609], [37.565543, 126.827378]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
596,공항철도,마곡나루,4206,김포공항,4207,5,"[[37.565543, 126.827378], [37.561842, 126.801904]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
597,공항철도,김포공항,4207,계양,4208,6,"[[37.561842, 126.801904], [37.571662, 126.7363]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
598,공항철도,계양,4208,검암,4209,7,"[[37.571662, 126.7363], [37.569098, 126.674007]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
599,공항철도,검암,4209,청라국제도시,4210,8,"[[37.569098, 126.674007], [37.556409, 126.624648]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
600,공항철도,청라국제도시,4210,영종,4217,9,"[[37.556409, 126.624648], [37.51202, 126.524254]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
601,공항철도,영종,4217,운서,4211,10,"[[37.51202, 126.524254], [37.492904, 126.49379]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
602,공항철도,운서,4211,공항화물청사,4212,11,"[[37.492904, 126.49379], [37.459041, 126.477516]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
603,공항철도,공항화물청사,4212,인천공항1터미널,4213,12,"[[37.459041, 126.477516], [37.447464, 126.452508]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
604,공항철도,인천공항1터미널,4213,인천공항2터미널,4215,13,"[[37.447464, 126.452508], [37.460699, 126.441442]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
605,서해선,대곡,103C,능곡,104C,1,"[[37.63191, 126.81113], [37.618808, 126.820783]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
606,서해선,능곡,104C,김포공항,1980,2,"[[37.618808, 126.820783], [37.5617, 126.8041]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
607,서해선,김포공항,1980,원종,1981,3,"[[37.5617, 126.8041], [37.5239, 126.8049]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
608,서해선,원종,1981,부천종합운동장,1982,4,"[[37.5239, 126.8049], [37.505457, 126.797289]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
609,서해선,부천종합운동장,1982,소사,4804,5,"[[37.505457, 126.797289], [37.483279, 126.795023]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
610,서해선,소사,4804,소새울,4805,6,"[[37.483279, 126.795023], [37.468467, 126.797252]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
611,서해선,소새울,4805,시흥대야,4806,7,"[[37.468467, 126.797252], [37.450145, 126.793041]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
612,서해선,시흥대야,4806,신천,4807,8,"[[37.450145, 126.793041], [37.439066, 126.786788]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
613,서해선,신천,4807,신현,4808,9,"[[37.439066, 126.786788], [37.409008, 126.788017]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
614,서해선,신현,4808,시흥시청,4809,10,"[[37.409008, 126.788017], [37.382223, 126.805625]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
615,서해선,시흥시청,4809,시흥능곡,4810,11,"[[37.382223, 126.805625], [37.369864, 126.808573]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
616,서해선,시흥능곡,4810,달미,4811,12,"[[37.369864, 126.808573], [37.348847, 126.809409]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
617,서해선,달미,4811,선부,4812,13,"[[37.348847, 126.809409], [37.334353, 126.809904]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
618,서해선,선부,4812,초지,4813,14,"[[37.334353, 126.809904], [37.319619, 126.808147]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
619,서해선,초지,4813,시우,4814,15,"[[37.319619, 126.808147], [37.31321, 126.796261]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
620,서해선,시우,4814,원시,4815,16,"[[37.31321, 126.796261], [37.302371, 126.786691]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
621,서해선,일산,108C,풍산,107C,17,"[[37.682077, 126.769846], [37.672346, 126.786243]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
622,서해선,풍산,107C,백마,106C,18,"[[37.672346, 126.786243], [37.658239, 126.794461]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
623,서해선,백마,106C,곡산,105C,19,"[[37.658239, 126.794461], [37.645676, 126.801762]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
624,서해선,곡산,105C,대곡,103C,20,"[[37.645676, 126.801762], [37.63191, 126.81113]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
625,수인분당선,청량리,1845,왕십리,102C,1,"[[37.580759, 127.0483], [37.56184, 127.037059]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
626,수인분당선,왕십리,102C,서울숲,1847,2,"[[37.56184, 127.037059], [37.543617, 127.044707]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
627,수인분당선,서울숲,1847,압구정로데오,1848,3,"[[37.543617, 127.044707], [37.527381, 127.040534]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
628,수인분당선,압구정로데오,1848,강남구청,1849,4,"[[37.527381, 127.040534], [37.517469, 127.041151]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
629,수인분당선,강남구청,1849,선정릉,1850,5,"[[37.517469, 127.041151], [37.510735, 127.043677]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
630,수인분당선,선정릉,1850,선릉,1023,6,"[[37.510735, 127.043677], [37.504856, 127.048807]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
631,수인분당선,선릉,1023,한티,1024,7,"[[37.504856, 127.048807], [37.496237, 127.052873]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
632,수인분당선,한티,1024,도곡,1025,8,"[[37.496237, 127.052873], [37.491224, 127.055186]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
633,수인분당선,도곡,1025,구룡,1026,9,"[[37.491224, 127.055186], [37.486839, 127.058856]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
634,수인분당선,구룡,1026,개포동,1027,10,"[[37.486839, 127.058856], [37.489116, 127.06614]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
635,수인분당선,개포동,1027,대모산입구,1028,11,"[[37.489116, 127.06614], [37.491373, 127.07272]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
636,수인분당선,대모산입구,1028,수서,1030,12,"[[37.491373, 127.07272], [37.487472, 127.101422]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
637,수인분당선,수서,1030,복정,1031,13,"[[37.487472, 127.101422], [37.470345, 127.126658]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
638,수인분당선,복정,1031,가천대,1851,14,"[[37.470345, 127.126658], [37.448605, 127.126697]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
639,수인분당선,가천대,1851,태평,1852,15,"[[37.448605, 127.126697], [37.440019, 127.127709]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
640,수인분당선,태평,1852,모란,1853,16,"[[37.440019, 127.127709], [37.432052, 127.129104]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
641,수인분당선,모란,1853,야탑,1854,17,"[[37.432052, 127.129104], [37.411185, 127.128715]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
642,수인분당선,야탑,1854,이매,1860,18,"[[37.411185, 127.128715], [37.395371, 127.128248]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
643,수인분당선,이매,1860,서현,1855,19,"[[37.395371, 127.128248], [37.385126, 127.123592]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
644,수인분당선,서현,1855,수내,1856,20,"[[37.385126, 127.123592], [37.378455, 127.114322]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
645,수인분당선,수내,1856,정자,1857,21,"[[37.378455, 127.114322], [37.365994, 127.10807]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
646,수인분당선,정자,1857,미금,1858,22,"[[37.365994, 127.10807], [37.350077, 127.10891]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
647,수인분당선,미금,1858,오리,1859,23,"[[37.350077, 127.10891], [37.339824, 127.108942]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
648,수인분당선,오리,1859,죽전,1862,24,"[[37.339824, 127.108942], [37.324753, 127.107395]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
649,수인분당선,죽전,1862,보정,1861,25,"[[37.324753, 127.107395], [37.312752, 127.108196]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
650,수인분당선,보정,1861,구성,1863,26,"[[37.312752, 127.108196], [37.298969, 127.105664]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
651,수인분당선,구성,1863,신갈,1864,27,"[[37.298969, 127.105664], [37.286102, 127.111313]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
652,수인분당선,신갈,1864,기흥,1865,28,"[[37.286102, 127.111313], [37.275061, 127.11591]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
653,수인분당선,기흥,1865,상갈,1866,29,"[[37.275061, 127.11591], [37.26181, 127.108847]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
654,수인분당선,상갈,1866,청명,1867,30,"[[37.26181, 127.108847], [37.259489, 127.078934]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
655,수인분당선,청명,1867,영통,1868,31,"[[37.259489, 127.078934], [37.251568, 127.071394]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
656,수인분당선,영통,1868,망포,1869,32,"[[37.251568, 127.071394], [37.245795, 127.057353]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
657,수인분당선,망포,1869,매탄권선,1870,33,"[[37.245795, 127.057353], [37.252759, 127.040566]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
658,수인분당선,매탄권선,1870,수원시청,1871,34,"[[37.252759, 127.040566], [37.261911, 127.030736]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
659,수인분당선,수원시청,1871,매교,1872,35,"[[37.261911, 127.030736], [37.265481, 127.015678]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
660,수인분당선,매교,1872,수원,1846,36,"[[37.265481, 127.015678], [37.265917, 126.999422]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
661,수인분당선,수원,1846,고색,1873,37,"[[37.265917, 126.999422], [37.24963, 126.980248]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
662,수인분당선,고색,1873,오목천,1874,38,"[[37.24963, 126.980248], [37.24304, 126.963676]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
663,수인분당선,오목천,1874,어천,1875,39,"[[37.24304, 126.963676], [37.250102, 126.90879]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
664,수인분당선,어천,1875,야목,1876,40,"[[37.250102, 126.90879], [37.264179, 126.879483]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
665,수인분당선,야목,1876,사리,1877,41,"[[37.264179, 126.879483], [37.28998, 126.85685]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
666,수인분당선,사리,1877,한대앞,1830,42,"[[37.28998, 126.85685], [37.309689, 126.85344]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
667,수인분당선,한대앞,1830,중앙,1831,43,"[[37.309689, 126.85344], [37.315941, 126.838573]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
668,수인분당선,중앙,1831,고잔,1832,44,"[[37.315941, 126.838573], [37.316784, 126.823144]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
669,수인분당선,고잔,1832,초지,1833,45,"[[37.316784, 126.823144], [37.319619, 126.808147]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
670,수인분당선,초지,1833,안산,1834,46,"[[37.319619, 126.808147], [37.327082, 126.788532]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
671,수인분당선,안산,1834,신길온천,1835,47,"[[37.327082, 126.788532], [37.338212, 126.765844]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
