section_id,line,up_station_name,up_station_code,down_station_name,down_station_code,section_order,via_coordinates,created_at,updated_at
171,3호선,경복궁,0317,안국,0318,19,"[[37.575762, 126.97353], [37.576477, 126.985443]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
172,3호선,안국,0318,종로3가,0319,20,"[[37.576477, 126.985443], [37.571605, 126.991791]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
173,3호선,종로3가,0319,을지로3가,0320,21,"[[37.571605, 126.991791], [37.566672, 126.992548]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
174,3호선,을지로3가,0320,충무로,0321,22,"[[37.566672, 126.992548], [37.56143, 126.994072]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
175,3호선,충무로,0321,동대입구,0322,23,"[[37.56143, 126.994072], [37.559052, 127.005602]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
176,3호선,동대입구,0322,약수,0323,24,"[[37.559052, 127.005602], [37.554867, 127.010541]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
177,3호선,약수,0323,금호,0324,25,"[[37.554867, 127.010541], [37.548034, 127.015872]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
178,3호선,금호,0324,옥수,0325,26,"[[37.548034, 127.015872], [37.541684, 127.017269]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
179,3호선,옥수,0325,압구정,0326,27,"[[37.541684, 127.017269], [37.527072, 127.028461]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
180,3호선,압구정,0326,신사,0327,28,"[[37.527072, 127.028461], [37.516334, 127.020114]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
181,3호선,신사,0327,잠원,0328,29,"[[37.516334, 127.020114], [37.512759, 127.01122]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
182,3호선,잠원,0328,고속터미널,0329,30,"[[37.512759, 127.01122], [37.504891, 127.004916]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
183,3호선,고속터미널,0329,교대,0330,31,"[[37.504891, 127.004916], [37.493025, 127.013786]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
184,3호선,교대,0330,남부터미널,0331,32,"[[37.493025, 127.013786], [37.485013, 127.016189]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
185,3호선,남부터미널,0331,양재,0332,33,"[[37.485013, 127.016189], [37.484477, 127.033902]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
186,3호선,양재,0332,매봉,0333,34,"[[37.484477, 127.033902], [37.486947, 127.046769]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
187,3호선,매봉,0333,도곡,0334,35,"[[37.486947, 127.046769], [37.490922, 127.055452]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
188,3호선,도곡,0334,대치,0335,36,"[[37.490922, 127.055452], [37.494612, 127.063642]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
189,3호선,대치,0335,학여울,0336,37,"[[37.494612, 127.063642], [37.496663, 127.070594]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
190,3호선,학여울,0336,대청,0337,38,"[[37.496663, 127.070594], [37.493514, 127.079532]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
191,3호선,대청,0337,일원,0338,39,"[[37.493514, 127.079532], [37.483681, 127.08439]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
192,3호선,일원,0338,수서,0339,40,"[[37.483681, 127.08439], [37.487378, 127.101907]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
193,3호선,수서,0339,가락시장,0340,41,"[[37.487378, 127.101907], [37.492245, 127.117757]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
194,3호선,가락시장,0340,경찰병원,0341,42,"[[37.492245, 127.117757], [37.495918, 127.12454]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
195,3호선,경찰병원,0341,오금,0342,43,"[[37.495918, 127.12454], [37.502129, 127.128319]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
196,4호선,당고개,0409,별내별가람,0408,1,"[[37.670272, 127.079066], [37.66778, 127.11581]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
197,4호선,별내별가람,0408,오남,0406,2,"[[37.66778, 127.11581], [37.705, 127.19281]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
198,4호선,오남,0406,진접,0405,3,"[[37.705, 127.19281], [37.7205, 127.2034]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
199,4호선,당고개,0409,상계,0410,4,"[[37.670272, 127.079066], [37.660878, 127.073572]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
200,4호선,상계,0410,노원,0411,5,"[[37.660878, 127.073572], [37.65627, 127.063276]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
201,4호선,노원,0411,창동,0412,6,"[[37.65627, 127.063276], [37.653088, 127.047274]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
202,4호선,창동,0412,쌍문,0413,7,"[[37.653088, 127.047274], [37.648627, 127.034709]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
203,4호선,쌍문,0413,수유,0414,8,"[[37.648627, 127.034709], [37.638052, 127.025732]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
204,4호선,수유,0414,미아,0415,9,"[[37.638052, 127.025732], [37.62667, 127.025983]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
205,4호선,미아,0415,미아사거리,0416,10,"[[37.62667, 127.025983], [37.613292, 127.030053]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
206,4호선,미아사거리,0416,길음,0417,11,"[[37.613292, 127.030053], [37.603407, 127.025053]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
207,4호선,길음,0417,성신여대입구,0418,12,"[[37.603407, 127.025053], [37.592612, 127.016441]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
208,4호선,성신여대입구,0418,한성대입구,0419,13,"[[37.592612, 127.016441], [37.588458, 127.006221]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
209,4호선,한성대입구,0419,혜화,0420,14,"[[37.588458, 127.006221], [37.582336, 127.001844]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
210,4호선,혜화,0420,동대문,0421,15,"[[37.582336, 127.001844], [37.57093, 127.009287]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
211,4호선,동대문,0421,동대문역사문화공원,0422,16,"[[37.57093, 127.009287], [37.565133, 127.007885]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
212,4호선,동대문역사문화공원,0422,충무로,0423,17,"[[37.565133, 127.007885], [37.561207, 126.99408]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
213,4호선,충무로,0423,명동,0424,18,"[[37.561207, 126.99408], [37.560989, 126.986325]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
214,4호선,명동,0424,회현,0425,19,"[[37.560989, 126.986325], [37.558514, 126.978246]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
215,4호선,회현,0425,서울,0426,20,"[[37.558514, 126.978246], [37.55281, 126.972556]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
216,4호선,서울,0426,숙대입구,0427,21,"[[37.55281, 126.972556], [37.54456, 126.972106]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
217,4호선,숙대입구,0427,삼각지,0428,22,"[[37.54456, 126.972106], [37.534075, 126.9726]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
218,4호선,삼각지,0428,신용산,0429,23,"[[37.534075, 126.9726], [37.52917, 126.967894]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
219,4호선,신용산,0429,이촌,0430,24,"[[37.52917, 126.967894], [37.522295, 126.974733]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
220,4호선,이촌,0430,동작,0431,25,"[[37.522295, 126.974733], [37.502852, 126.980347]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
221,4호선,동작,0431,이수,0432,26,"[[37.502852, 126.980347], [37.486263, 126.981989]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
222,4호선,이수,0432,사당,0433,27,"[[37.486263, 126.981989], [37.476955, 126.981651]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
223,4호선,사당,0433,남태령,0434,28,"[[37.476955, 126.981651], [37.463873, 126.989134]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
224,4호선,남태령,0434,선바위,1450,29,"[[37.463873, 126.989134], [37.451673, 127.002303]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
225,4호선,선바위,1450,경마공원,1451,30,"[[37.451673, 127.002303], [37.443885, 127.007888]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
226,4호선,경마공원,1451,대공원,1452,31,"[[37.443885, 127.007888], [37.435675, 127.006523]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
227,4호선,대공원,1452,과천,1453,32,"[[37.435675, 127.006523], [37.433021, 126.996568]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
228,4호선,과천,1453,정부과천청사,1454,33,"[[37.433021, 126.996568], [37.426513, 126.98978]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
229,4호선,정부과천청사,1454,인덕원,1455,34,"[[37.426513, 126.98978], [37.401553, 126.976715]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
230,4호선,인덕원,1455,평촌,1456,35,"[[37.401553, 126.976715], [37.394287, 126.963883]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
231,4호선,평촌,1456,범계,1457,36,"[[37.394287, 126.963883], [37.389793, 126.950806]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
232,4호선,범계,1457,금정,1458,37,"[[37.389793, 126.950806], [37.372209, 126.943417]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
233,4호선,금정,1458,산본,1751,38,"[[37.372209, 126.943417], [37.358101, 126.933274]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
234,4호선,산본,1751,수리산,1763,39,"[[37.358101, 126.933274], [37.349801, 126.925365]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
235,4호선,수리산,1763,대야미,1752,40,"[[37.349801, 126.925365], [37.328467, 126.917332]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
236,4호선,대야미,1752,반월,1753,41,"[[37.328467, 126.917332], [37.312212, 126.903524]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
237,4호선,반월,1753,상록수,1754,42,"[[37.312212, 126.903524], [37.302795, 126.866489]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
238,4호선,상록수,1754,한대앞,1755,43,"[[37.302795, 126.866489], [37.309689, 126.85344]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
239,4호선,한대앞,1755,중앙,1756,44,"[[37.309689, 126.85344], [37.315941, 126.838573]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
240,4호선,중앙,1756,고잔,1757,45,"[[37.315941, 126.838573], [37.316784, 126.823144]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
241,4호선,고잔,1757,초지,1758,46,"[[37.316784, 126.823144], [37.320646, 126.805913]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
242,4호선,초지,1758,안산,1759,47,"[[37.320646, 126.805913], [37.327082, 126.788532]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
243,4호선,안산,1759,신길온천,1760,48,"[[37.327082, 126.788532], [37.338212, 126.765844]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
244,4호선,신길온천,1760,정왕,1761,49,"[[37.338212, 126.765844], [37.351735, 126.742989]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
245,4호선,정왕,1761,오이도,1762,50,"[[37.351735, 126.742989], [37.362357, 126.738714]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
246,5호선,방화,2511,개화산,2512,1,"[[37.577446, 126.812741], [37.572399, 126.806171]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
247,5호선,개화산,2512,김포공항,2513,2,"[[37.572399, 126.806171], [37.562384, 126.801292]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
248,5호선,김포공항,2513,송정,2514,3,"[[37.562384, 126.801292], [37.561184, 126.811973]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
249,5호선,송정,2514,마곡,2515,4,"[[37.561184, 126.811973], [37.560183, 126.825448]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
250,5호선,마곡,2515,발산,2516,5,"[[37.560183, 126.825448], [37.558598, 126.837668]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
251,5호선,발산,2516,우장산,2517,6,"[[37.558598, 126.837668], [37.548768, 126.836318]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
252,5호선,우장산,2517,화곡,2518,7,"[[37.548768, 126.836318], [37.541513, 126.840461]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
253,5호선,화곡,2518,까치산,2519,8,"[[37.541513, 126.840461], [37.531768, 126.846683]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
254,5호선,까치산,2519,신정,2520,9,"[[37.531768, 126.846683], [37.524997, 126.856191]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
255,5호선,신정,2520,목동,2521,10,"[[37.524997, 126.856191], [37.526065, 126.864931]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
256,5호선,목동,2521,오목교,2522,11,"[[37.526065, 126.864931], [37.524496, 126.875181]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
257,5호선,오목교,2522,양평,2523,12,"[[37.524496, 126.875181], [37.525569, 126.886129]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
258,5호선,양평,2523,영등포구청,2524,13,"[[37.525569, 126.886129], [37.5242, 126.89503]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
259,5호선,영등포구청,2524,영등포시장,2525,14,"[[37.5242, 126.89503], [37.522669, 126.905139]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
260,5호선,영등포시장,2525,신길,2526,15,"[[37.522669, 126.905139], [37.517623, 126.914839]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
261,5호선,신길,2526,여의도,2527,16,"[[37.517623, 126.914839], [37.521747, 126.924357]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
262,5호선,여의도,2527,여의나루,2528,17,"[[37.521747, 126.924357], [37.527098, 126.932901]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
263,5호선,여의나루,2528,마포,2529,18,"[[37.527098, 126.932901], [37.539574, 126.945932]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
264,5호선,마포,2529,공덕,2530,19,"[[37.539574, 126.945932], [37.544431, 126.951372]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
265,5호선,공덕,2530,애오개,2531,20,"[[37.544431, 126.951372], [37.553736, 126.95682]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
266,5호선,애오개,2531,충정로,2532,21,"[[37.553736, 126.95682], [37.560236, 126.9629]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
267,5호선,충정로,2532,서대문,2533,22,"[[37.560236, 126.9629], [37.565773, 126.966641]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
268,5호선,서대문,2533,광화문,2534,23,"[[37.565773, 126.966641], [37.571525, 126.97717]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
269,5호선,광화문,2534,종로3가,2535,24,"[[37.571525, 126.97717], [37.57254, 126.990305]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
270,5호선,종로3가,2535,을지로4가,2536,25,"[[37.57254, 126.990305], [37.567352, 126.998032]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
271,5호선,을지로4가,2536,동대문역사문화공원,2537,26,"[[37.567352, 126.998032], [37.564665, 127.005353]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
272,5호선,동대문역사문화공원,2537,청구,2538,27,"[[37.564665, 127.005353], [37.560276, 127.013639]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
273,5호선,청구,2538,신금호,2539,28,"[[37.560276, 127.013639], [37.554548, 127.020331]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
274,5호선,신금호,2539,행당,2540,29,"[[37.554548, 127.020331], [37.557322, 127.029476]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
275,5호선,행당,2540,왕십리,2541,30,"[[37.557322, 127.029476], [37.56184, 127.037059]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
276,5호선,왕십리,2541,마장,2542,31,"[[37.56184, 127.037059], [37.5661, 127.042973]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
277,5호선,마장,2542,답십리,2543,32,"[[37.5661, 127.042973], [37.566747, 127.052704]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
278,5호선,답십리,2543,장한평,2544,33,"[[37.566747, 127.052704], [37.56144, 127.064623]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
279,5호선,장한평,2544,군자,2545,34,"[[37.56144, 127.064623], [37.557088, 127.079577]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
280,5호선,군자,2545,아차산,2546,35,"[[37.557088, 127.079577], [37.551691, 127.089761]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
281,5호선,아차산,2546,광나루,2547,36,"[[37.551691, 127.089761], [37.545303, 127.10357]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
282,5호선,광나루,2547,천호,2548,37,"[[37.545303, 127.10357], [37.53864, 127.123308]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
283,5호선,천호,2548,강동,2549,38,"[[37.53864, 127.123308], [37.535804, 127.132481]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
284,5호선,강동,2549,길동,2550,39,"[[37.535804, 127.132481], [37.537801, 127.140004]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
285,5호선,길동,2550,굽은다리,2551,40,"[[37.537801, 127.140004], [37.545477, 127.142853]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
286,5호선,굽은다리,2551,명일,2552,41,"[[37.545477, 127.142853], [37.55137, 127.143999]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
287,5호선,명일,2552,고덕,2553,42,"[[37.55137, 127.143999], [37.555004, 127.154151]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
288,5호선,고덕,2553,상일동,2554,43,"[[37.555004, 127.154151], [37.556712, 127.166417]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
289,5호선,강동,2549,둔촌동,2555,44,"[[37.535804, 127.132481], [37.527788, 127.136248]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
290,5호선,둔촌동,2555,올림픽공원,2556,45,"[[37.527788, 127.136248], [37.516201, 127.130923]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
291,5호선,올림픽공원,2556,방이,2557,46,"[[37.516201, 127.130923], [37.508857, 127.126133]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
292,5호선,방이,2557,오금,2558,47,"[[37.508857, 127.126133], [37.502057, 127.127938]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
293,5호선,오금,2558,개롱,2559,48,"[[37.502057, 127.127938], [37.498079, 127.13482]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
294,5호선,개롱,2559,거여,2560,49,"[[37.498079, 127.13482], [37.493105, 127.14415]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
295,5호선,거여,2560,마천,2561,50,"[[37.493105, 127.14415], [37.49499, 127.152781]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
296,5호선,상일동,2554,강일,2562,51,"[[37.556712, 127.166417], [37.55749, 127.17593]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
297,5호선,강일,2562,미사,2563,52,"[[37.55749, 127.17593], [37.560927, 127.193877]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
298,5호선,미사,2563,하남풍산,2564,53,"[[37.560927, 127.193877], [37.552034, 127.203864]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
299,5호선,하남풍산,2564,하남시청,2565,54,"[[37.552034, 127.203864], [37.54205, 127.20612]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
300,5호선,하남시청,2565,하남검단산,2566,55,"[[37.54205, 127.20612], [37.53972, 127.22345]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
301,6호선,응암,2611,새절,2617,1,"[[37.598605, 126.915577], [37.591148, 126.913629]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
302,6호선,새절,2617,증산,2618,2,"[[37.591148, 126.913629], [37.583876, 126.909645]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
303,6호선,증산,2618,디지털미디어시티,2619,3,"[[37.583876, 126.909645], [37.576108, 126.901391]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
304,6호선,디지털미디어시티,2619,월드컵경기장,2620,4,"[[37.576108, 126.901391], [37.569532, 126.899298]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
305,6호선,월드컵경기장,2620,마포구청,2621,5,"[[37.569532, 126.899298], [37.563515, 126.903343]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
306,6호선,마포구청,2621,망원,2622,6,"[[37.563515, 126.903343], [37.556094, 126.910052]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
307,6호선,망원,2622,합정,2623,7,"[[37.556094, 126.910052], [37.549209, 126.913366]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
308,6호선,합정,2623,상수,2624,8,"[[37.549209, 126.913366], [37.547716, 126.922852]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
309,6호선,상수,2624,광흥창,2625,9,"[[37.547716, 126.922852], [37.547456, 126.931993]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
310,6호선,광흥창,2625,대흥,2626,10,"[[37.547456, 126.931993], [37.547771, 126.942069]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
311,6호선,대흥,2626,공덕,2627,11,"[[37.547771, 126.942069], [37.543555, 126.951678]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
312,6호선,공덕,2627,효창공원앞,2628,12,"[[37.543555, 126.951678], [37.539233, 126.961384]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
313,6호선,효창공원앞,2628,삼각지,2629,13,"[[37.539233, 126.961384], [37.535534, 126.974032]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
314,6호선,삼각지,2629,녹사평,2630,14,"[[37.535534, 126.974032], [37.534675, 126.986695]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
315,6호선,녹사평,2630,이태원,2631,15,"[[37.534675, 126.986695], [37.534488, 126.994302]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
316,6호선,이태원,2631,한강진,2632,16,"[[37.534488, 126.994302], [37.539631, 127.001725]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
317,6호선,한강진,2632,버티고개,2633,17,"[[37.539631, 127.001725], [37.548013, 127.007055]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
318,6호선,버티고개,2633,약수,2634,18,"[[37.548013, 127.007055], [37.554263, 127.010358]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
319,6호선,약수,2634,청구,2635,19,"[[37.554263, 127.010358], [37.560608, 127.013986]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
320,6호선,청구,2635,신당,2636,20,"[[37.560608, 127.013986], [37.566154, 127.016146]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
321,6호선,신당,2636,동묘앞,2637,21,"[[37.566154, 127.016146], [37.572279, 127.015653]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
322,6호선,동묘앞,2637,창신,2638,22,"[[37.572279, 127.015653], [37.579661, 127.015241]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
323,6호선,창신,2638,보문,2639,23,"[[37.579661, 127.015241], [37.585274, 127.019351]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
324,6호선,보문,2639,안암,2640,24,"[[37.585274, 127.019351], [37.586272, 127.029005]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
325,6호선,안암,2640,고려대,2641,25,"[[37.586272, 127.029005], [37.590508, 127.036296]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
326,6호선,고려대,2641,월곡,2642,26,"[[37.590508, 127.036296], [37.601948, 127.041518]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
327,6호선,월곡,2642,상월곡,2643,27,"[[37.601948, 127.041518], [37.606377, 127.048491]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
328,6호선,상월곡,2643,돌곶이,2644,28,"[[37.606377, 127.048491], [37.610537, 127.056431]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
329,6호선,돌곶이,2644,석계,2645,29,"[[37.610537, 127.056431], [37.614872, 127.065595]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
330,6호선,석계,2645,태릉입구,2646,30,"[[37.614872, 127.065595], [37.617338, 127.074735]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
331,6호선,태릉입구,2646,화랑대,2647,31,"[[37.617338, 127.074735], [37.620064, 127.084689]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
332,6호선,화랑대,2647,봉화산,2648,32,"[[37.620064, 127.084689], [37.617283, 127.091401]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
333,6호선,봉화산,2648,신내,2649,33,"[[37.617283, 127.091401], [37.613174, 127.102231]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
334,6호선,응암,2611,역촌,2612,34,"[[37.598605, 126.915577], [37.606021, 126.922744]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
335,6호선,역촌,2612,불광,2613,35,"[[37.606021, 126.922744], [37.610873, 126.92939]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
336,6호선,불광,2613,독바위,2614,36,"[[37.610873, 126.92939], [37.618456, 126.933031]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
337,6호선,독바위,2614,연신내,2615,37,"[[37.618456, 126.933031], [37.618636, 126.920625]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
338,6호선,연신내,2615,구산,2616,38,"[[37.618636, 126.920625], [37.611377, 126.91727]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
339,6호선,구산,2616,응암,2611,39,"[[37.611377, 126.91727], [37.598605, 126.915577]]",2025-10-27 15:32:51.559014,2025-10-27 15:32:51.559014
